"id_transakcji"	"id_klienta"	"id_asortymentu"	"ilosc"	"data_transakcji"
"F/TR/30421197"	"NiSz9526"	"K"	2,54	2014-4-16 00:00:00
"F/TR/8673918"	"AlDe13194"	"O"	2,68	2013-5-20 00:00:00
"F/TR/222372"	"SeKo18975"	"OO"	2,78	2014-1-27 00:00:00
"F/TR/10626544"	"WiKo9686"	"M"	6,10	2014-10-25 00:00:00
"F/TR/20759903"	"FeSa11517"	"M"	8,76	2013-1-16 00:00:00
"F/TR/63061362"	"SzRe570"	"M"	9,41	2013-2-13 00:00:00
"F/TR/57709597"	"FlSu13048"	"PE"	2,25	2013-10-17 00:00:00
"F/TR/92969471"	"scRa198"	"M"	1,57	2013-2-14 00:00:00
"F/TR/32332701"	"DoZo14603"	"O"	1,64	2013-6-30 00:00:00
"F/TR/84035729"	"KsGi13302"	"EGS"	7,21	2013-2-11 00:00:00
"F/TR/27910996"	"SyGl9833"	"EG"	8,38	2014-1-9 00:00:00
"F/TR/78457241"	"GaWa6241"	"EG"	5,37	2014-10-25 00:00:00
"F/TR/66846102"	"DeFi18450"	"EG"	3,31	2013-7-14 00:00:00
"F/TR/33612368"	"AnFa14964"	"PE"	3,51	2014-4-27 00:00:00
"F/TR/65149191"	"MaOs1226"	"OO"	9,30	2013-3-18 00:00:00
"F/TR/54999454"	"ZoMe946"	"OO"	5,39	2013-11-6 00:00:00
"F/TR/44561645"	"WiGo1183"	"EGE"	2,13	2014-7-15 00:00:00
"F/TR/71471377"	"LoWa9521"	"EGS"	4,78	2014-2-25 00:00:00
"F/TR/22853244"	"DeKa2502"	"EGS"	9,25	2014-3-13 00:00:00
"F/TR/84585509"	"BoKo7654"	"EGS"	7,67	2014-2-2 00:00:00
"F/TR/58205521"	"PaJa7281"	"K"	5,14	2014-6-27 00:00:00
"F/TR/55148829"	"WrRo7615"	"O"	2,61	2014-2-14 00:00:00
"F/TR/28452670"	"MaTu7751"	"OO"	6,12	2013-3-3 00:00:00
"F/TR/73121124"	"WoGi10128"	"M"	7,81	2013-9-12 00:00:00
"F/TR/20439704"	"KlSo12862"	"M"	1,75	2013-8-20 00:00:00
"F/TR/44308552"	"GwBi19077"	"M"	1,13	2013-10-22 00:00:00
"F/TR/67128542"	"MaSw1716"	"PE"	2,28	2014-7-2 00:00:00
"F/TR/6126079"	"DaSt4844"	"M"	9,70	2013-11-11 00:00:00
"F/TR/89445430"	"IwPi7955"	"O"	10,33	2014-3-29 00:00:00
"F/TR/57626491"	"GaKo4826"	"K"	4,70	2013-9-23 00:00:00
"F/TR/45522912"	"MaOs1226"	"EGS"	7,60	2013-9-14 00:00:00
"F/TR/39948288"	"SyWy16378"	"EG"	4,97	2014-11-19 00:00:00
"F/TR/68631145"	"TeZe15066"	"EG"	10,60	2013-11-5 00:00:00
"F/TR/94857360"	"SiHu11027"	"EG"	5,52	2014-5-11 00:00:00
"F/TR/79172445"	"AnFa14964"	"PE"	10,26	2013-10-12 00:00:00
"F/TR/34568577"	"KoSe19134"	"OO"	10,73	2014-3-17 00:00:00
"F/TR/7534993"	"CeDr16014"	"OO"	6,77	2013-1-18 00:00:00
"F/TR/40891300"	"DaBu2409"	"EGE"	9,92	2014-2-25 00:00:00
"F/TR/56645474"	"LeRa4950"	"EGS"	5,19	2014-7-20 00:00:00
"F/TR/54785529"	"WoLu2406"	"EGS"	6,65	2013-6-8 00:00:00
"F/TR/74374108"	"KlLi12146"	"EGS"	11,42	2013-12-25 00:00:00
"F/TR/96464318"	"GrKr11211"	"K"	6,41	2014-4-21 00:00:00
"F/TR/4208422"	"MiKo9829"	"O"	4,47	2013-7-12 00:00:00
"F/TR/80892495"	"JoPr3114"	"OO"	9,89	2013-7-13 00:00:00
"F/TR/49992583"	"GaGo12801"	"M"	4,72	2014-8-7 00:00:00
"F/TR/44950543"	"LeSz18231"	"M"	1,30	2014-10-29 00:00:00
"F/TR/85778014"	"RuMa13339"	"M"	9,10	2014-11-20 00:00:00
"F/TR/66659802"	"KsKo5459"	"PE"	7,88	2014-7-2 00:00:00
"F/TR/64479148"	"BoSt18553"	"M"	3,78	2014-9-17 00:00:00
"F/TR/64299919"	"DyJa8003"	"O"	2,94	2013-12-2 00:00:00
"F/TR/7409471"	"PaPl11377"	"K"	10,25	2014-9-21 00:00:00
"F/TR/11662659"	"WaKo7660"	"EGS"	6,37	2014-10-1 00:00:00
"F/TR/57849043"	"EuGe12984"	"EG"	6,47	2014-6-7 00:00:00
"F/TR/14802260"	"HoDr19724"	"EG"	9,81	2014-5-18 00:00:00
"F/TR/61195559"	"LeGr8446"	"EG"	4,67	2013-11-22 00:00:00
"F/TR/33489982"	"JoHu11452"	"PE"	1,24	2014-2-21 00:00:00
"F/TR/87554495"	"DaKi5334"	"OO"	5,01	2013-9-27 00:00:00
"F/TR/79630893"	"RaKo133"	"OO"	9,92	2013-5-19 00:00:00
"F/TR/6960286"	"NoRe18522"	"EGE"	2,97	2013-3-6 00:00:00
"F/TR/891736"	"StWa17073"	"EGS"	8,30	2014-5-22 00:00:00
"F/TR/50329995"	"CeKa19305"	"EGS"	4,16	2014-8-29 00:00:00
"F/TR/18522676"	"swIw6213"	"EGS"	3,73	2014-3-27 00:00:00
"F/TR/21062717"	"HeKa6717"	"K"	4,39	2014-5-10 00:00:00
"F/TR/58306136"	"BeGr9000"	"O"	9,93	2014-2-18 00:00:00
"F/TR/95975847"	"FrSl8000"	"M"	10,67	2013-5-12 00:00:00
"F/TR/68490853"	"JoWy4033"	"M"	4,86	2014-8-7 00:00:00
"F/TR/32260045"	"BoRy9910"	"PE"	9,93	2013-10-19 00:00:00
"F/TR/54536392"	"MaJu17420"	"M"	10,38	2013-12-2 00:00:00
"F/TR/34424937"	"MaSz11249"	"O"	9,69	2013-6-20 00:00:00
"F/TR/87137339"	"RuSz15611"	"K"	9,50	2013-7-25 00:00:00
"F/TR/47602259"	"NiWe2067"	"EGS"	4,30	2014-2-10 00:00:00
"F/TR/59836733"	"AsPo8322"	"EG"	1,12	2014-4-24 00:00:00
"F/TR/66422909"	"IzIc678"	"EG"	9,43	2014-6-29 00:00:00
"F/TR/26977681"	"ChKo115"	"EG"	2,89	2013-7-15 00:00:00
"F/TR/13013051"	"AsCh7732"	"PE"	9,83	2013-4-28 00:00:00
"F/TR/14629158"	"TaSc8639"	"OO"	8,11	2013-3-14 00:00:00
"F/TR/81245340"	"InNo11916"	"OO"	5,01	2014-1-24 00:00:00
"F/TR/13240186"	"WiSk19277"	"EGE"	1,03	2014-8-5 00:00:00
"F/TR/56855196"	"KoKa544"	"EGS"	3,12	2013-11-26 00:00:00
"F/TR/82037195"	"TaBo7871"	"EGS"	10,20	2014-11-30 00:00:00
"F/TR/71294416"	"HiNa8877"	"EGS"	5,41	2013-6-12 00:00:00
"F/TR/37682796"	"RaDe342"	"K"	11,05	2014-1-9 00:00:00
"F/TR/59105100"	"BeGr9000"	"O"	11,67	2014-9-30 00:00:00
"F/TR/66556816"	"BoBe14962"	"OO"	1,47	2013-6-7 00:00:00
"F/TR/80642201"	"MaWi12603"	"M"	2,65	2014-5-10 00:00:00
"F/TR/61185849"	"AnSt1978"	"M"	7,93	2014-2-2 00:00:00
"F/TR/73614176"	"WsPa12908"	"M"	5,85	2013-4-17 00:00:00
"F/TR/33951234"	"DaJe16765"	"PE"	9,71	2014-4-7 00:00:00
"F/TR/62394740"	"DeBo13705"	"M"	5,61	2014-7-26 00:00:00
"F/TR/91254461"	"WaCh2106"	"O"	1,82	2013-10-8 00:00:00
"F/TR/59714596"	"ZyGo15964"	"K"	5,11	2013-5-11 00:00:00
"F/TR/66526946"	"KrNi2061"	"EGS"	9,38	2013-11-30 00:00:00
"F/TR/46947174"	"HoDr19724"	"EG"	10,50	2014-8-4 00:00:00
"F/TR/28853676"	"StSz1460"	"EG"	5,85	2013-7-13 00:00:00
"F/TR/53815453"	"IrSz16879"	"EG"	9,17	2013-8-20 00:00:00
"F/TR/98392770"	"OtZa10728"	"PE"	2,28	2013-8-17 00:00:00
"F/TR/29222700"	"MaTa19823"	"OO"	5,82	2014-3-17 00:00:00
"F/TR/1237379"	"InRa7635"	"EGE"	1,40	2013-8-9 00:00:00
"F/TR/27359494"	"FiLi18560"	"EGS"	3,18	2013-6-3 00:00:00
"F/TR/34111085"	"WiSt14064"	"EGS"	9,98	2014-4-27 00:00:00
"F/TR/40711289"	"Fizo17273"	"EGS"	6,41	2014-2-15 00:00:00
"F/TR/91982757"	"WeWa17525"	"K"	3,00	2013-1-19 00:00:00
"F/TR/6487898"	"LeLe4998"	"O"	9,56	2013-9-4 00:00:00
"F/TR/79785387"	"MaZj4770"	"OO"	7,74	2013-5-22 00:00:00
"F/TR/62433799"	"MaZa9997"	"M"	5,90	2014-1-27 00:00:00
"F/TR/45497431"	"RuPa12904"	"M"	11,05	2013-11-14 00:00:00
"F/TR/83374277"	"AsPo8322"	"PE"	1,02	2014-9-29 00:00:00
"F/TR/74905099"	"WiGd102"	"M"	1,59	2014-9-10 00:00:00
"F/TR/92756397"	"FlAn8123"	"O"	11,93	2014-10-13 00:00:00
"F/TR/51166873"	"swMi2063"	"K"	8,21	2014-4-30 00:00:00
"F/TR/5646768"	"DiOz12275"	"EGS"	4,63	2014-2-25 00:00:00
"F/TR/84980332"	"WlZa6019"	"EG"	2,57	2013-2-14 00:00:00
"F/TR/72449247"	"WlKn19880"	"EG"	8,34	2013-12-1 00:00:00
"F/TR/33041373"	"KlKo17634"	"PE"	10,54	2014-2-26 00:00:00
"F/TR/82295780"	"KiLe10519"	"OO"	2,62	2013-9-18 00:00:00
"F/TR/17968713"	"OtSk628"	"OO"	8,43	2014-4-12 00:00:00
"F/TR/59281568"	"KaCh2056"	"EGE"	5,49	2014-2-28 00:00:00
"F/TR/88808974"	"BoRy9910"	"EGS"	2,29	2014-2-13 00:00:00
"F/TR/47370208"	"NaPa17110"	"EGS"	4,15	2013-7-15 00:00:00
"F/TR/20131135"	"MiHa3476"	"EGS"	10,72	2013-11-2 00:00:00
"F/TR/61063245"	"IwKa5339"	"K"	6,50	2014-7-24 00:00:00
"F/TR/30435196"	"RaDy12426"	"O"	2,99	2014-6-23 00:00:00
"F/TR/72340904"	"JoZi6567"	"OO"	4,49	2014-6-7 00:00:00
"F/TR/63293943"	"MaWi12603"	"M"	4,31	2013-11-13 00:00:00
"F/TR/80849868"	"PlWy10669"	"M"	2,22	2013-2-6 00:00:00
"F/TR/12498296"	"ZoMe946"	"PE"	4,81	2013-7-13 00:00:00
"F/TR/90295451"	"NiKi16284"	"M"	8,82	2014-10-5 00:00:00
"F/TR/53813904"	"BoSt18553"	"K"	10,53	2014-1-28 00:00:00
"F/TR/77624783"	"RuSz15611"	"EG"	8,86	2014-7-3 00:00:00
"F/TR/93892791"	"KrRo7283"	"EG"	8,82	2013-1-28 00:00:00
"F/TR/9619715"	"ToDu18244"	"EG"	2,96	2013-3-14 00:00:00
"F/TR/65517995"	"SeBi3417"	"PE"	9,98	2013-4-4 00:00:00
"F/TR/6115447"	"IrNi7672"	"OO"	8,42	2013-1-7 00:00:00
"F/TR/39975963"	"IdPo8053"	"EGE"	8,27	2013-6-11 00:00:00
"F/TR/90024388"	"RaSz8793"	"EGS"	3,17	2014-7-23 00:00:00
"F/TR/39871473"	"AbEl4405"	"EGS"	7,14	2013-1-9 00:00:00
"F/TR/57630855"	"TeTa19731"	"EGS"	3,98	2014-7-11 00:00:00
"F/TR/5353496"	"Tosw8220"	"K"	1,00	2013-11-2 00:00:00
"F/TR/41632194"	"KlDz19640"	"O"	9,36	2013-1-31 00:00:00
"F/TR/75690303"	"IlWi13979"	"OO"	7,73	2014-10-18 00:00:00
"F/TR/89822754"	"MiTo12284"	"M"	8,17	2013-11-29 00:00:00
"F/TR/69255999"	"LuDr4951"	"M"	5,55	2013-10-12 00:00:00
"F/TR/49333877"	"TaBo7871"	"M"	11,87	2013-10-23 00:00:00
"F/TR/13948191"	"EuKa7265"	"PE"	2,46	2014-6-27 00:00:00
"F/TR/48202878"	"GrSt1449"	"M"	10,01	2013-4-22 00:00:00
"F/TR/57100395"	"SeNe8837"	"O"	6,69	2013-9-30 00:00:00
"F/TR/21215177"	"KaMa7845"	"K"	11,22	2014-10-19 00:00:00
"F/TR/45584211"	"BeHa3926"	"EGS"	11,02	2013-10-17 00:00:00
"F/TR/17853223"	"WlSt6333"	"EG"	2,71	2014-8-29 00:00:00
"F/TR/52893157"	"SiSz10748"	"EG"	10,86	2013-5-3 00:00:00
"F/TR/27225288"	"KaSk13785"	"EG"	11,95	2014-4-26 00:00:00
"F/TR/96269221"	"AnSz4745"	"PE"	4,22	2014-6-11 00:00:00
"F/TR/63359099"	"ZaNi18823"	"OO"	3,78	2013-1-11 00:00:00
"F/TR/39174466"	"BeHn9763"	"OO"	6,49	2013-4-5 00:00:00
"F/TR/93184542"	"MaZa8513"	"EGE"	2,07	2014-3-15 00:00:00
"F/TR/15618625"	"FlCz16460"	"EGS"	8,75	2014-4-26 00:00:00
"F/TR/47320381"	"SzRe570"	"K"	9,00	2013-1-5 00:00:00
"F/TR/44868654"	"DaKa1675"	"O"	8,33	2014-5-23 00:00:00
"F/TR/88817570"	"WsKr5176"	"OO"	2,29	2014-10-6 00:00:00
"F/TR/9739565"	"DaRo19288"	"M"	7,67	2014-10-19 00:00:00
"F/TR/23518073"	"WrLa9864"	"M"	11,09	2014-7-7 00:00:00
"F/TR/986355"	"LeWa710"	"M"	2,66	2013-4-30 00:00:00
"F/TR/94303175"	"DiGo16261"	"PE"	5,53	2013-9-11 00:00:00
"F/TR/84759915"	"TeSo2845"	"M"	6,06	2013-11-17 00:00:00
"F/TR/38042206"	"IlWi13979"	"O"	4,67	2013-10-6 00:00:00
"F/TR/41141248"	"MiKr19963"	"K"	10,46	2014-5-4 00:00:00
"F/TR/2855557"	"JaPr12372"	"EGS"	9,14	2014-10-15 00:00:00
"F/TR/68568755"	"RoPy15095"	"EG"	7,84	2013-1-7 00:00:00
"F/TR/97174485"	"DoRa7632"	"EG"	5,59	2014-11-12 00:00:00
"F/TR/44008481"	"HoGe9069"	"EG"	5,18	2013-7-16 00:00:00
"F/TR/74185750"	"AnKa11656"	"PE"	7,99	2013-2-11 00:00:00
"F/TR/25540289"	"MiCy5857"	"OO"	2,94	2014-7-31 00:00:00
"F/TR/96658882"	"zyKo18491"	"EGE"	8,54	2013-12-16 00:00:00
"F/TR/74272241"	"AlHy7333"	"EGS"	11,32	2014-3-31 00:00:00
"F/TR/15407594"	"TaCz4798"	"EGS"	2,99	2013-10-5 00:00:00
"F/TR/13566716"	"DiWi8911"	"O"	9,59	2014-11-30 00:00:00
"F/TR/57220698"	"EdKr13808"	"OO"	9,90	2013-5-11 00:00:00
"F/TR/66676887"	"JuSa9335"	"M"	6,84	2014-6-11 00:00:00
"F/TR/85626613"	"MaJe13070"	"M"	9,49	2013-12-28 00:00:00
"F/TR/10904165"	"BoBo12721"	"M"	11,38	2013-12-8 00:00:00
"F/TR/29378438"	"StSw955"	"PE"	10,67	2014-11-8 00:00:00
"F/TR/98445950"	"WaTu16643"	"M"	1,29	2014-11-29 00:00:00
"F/TR/19340801"	"DyGl15545"	"O"	3,60	2014-9-21 00:00:00
"F/TR/96046343"	"MaCu1119"	"K"	7,48	2013-7-25 00:00:00
"F/TR/63315271"	"FaKo15533"	"EGS"	1,63	2014-9-23 00:00:00
"F/TR/4159288"	"KaNa8465"	"EG"	7,76	2013-6-23 00:00:00
"F/TR/59401358"	"TaKa4551"	"EG"	5,05	2013-11-21 00:00:00
"F/TR/68693530"	"AcKo6153"	"PE"	4,88	2014-10-5 00:00:00
"F/TR/8436227"	"LuSu18075"	"OO"	7,56	2014-7-25 00:00:00
"F/TR/15770501"	"MaZa9182"	"OO"	11,42	2014-1-1 00:00:00
"F/TR/47882534"	"BuGe11368"	"EGE"	7,05	2014-8-26 00:00:00
"F/TR/59079687"	"FiDz6431"	"EGS"	4,31	2014-9-13 00:00:00
"F/TR/5920602"	"AbJa18498"	"EGS"	6,20	2014-6-12 00:00:00
"F/TR/14282074"	"IfSy14395"	"EGS"	10,64	2013-10-16 00:00:00
"F/TR/40743174"	"SeCh5305"	"K"	1,39	2013-2-10 00:00:00
"F/TR/81119131"	"WaBi19319"	"OO"	9,44	2013-10-12 00:00:00
"F/TR/71205250"	"WaCh2106"	"M"	3,29	2013-10-13 00:00:00
"F/TR/92440674"	"ChTe2013"	"M"	5,14	2014-1-13 00:00:00
"F/TR/38701615"	"WaJa14596"	"M"	4,48	2014-4-18 00:00:00
"F/TR/82969926"	"swGo18791"	"PE"	3,67	2014-6-20 00:00:00
"F/TR/72440634"	"LiKr1897"	"M"	10,30	2014-7-13 00:00:00
"F/TR/69338349"	"AnSe2062"	"O"	2,83	2013-1-26 00:00:00
"F/TR/71694015"	"ZoMe946"	"K"	4,67	2013-7-27 00:00:00
"F/TR/73216927"	"TrZa7713"	"EGS"	6,13	2013-1-27 00:00:00
"F/TR/44337257"	"MaBo297"	"EG"	9,91	2013-11-18 00:00:00
"F/TR/55540319"	"LeMi18100"	"EG"	5,02	2014-6-6 00:00:00
"F/TR/59820877"	"OlUr11204"	"EG"	5,09	2014-4-27 00:00:00
"F/TR/67325471"	"MaWa10878"	"PE"	11,85	2013-2-16 00:00:00
"F/TR/20418801"	"PaGo16421"	"OO"	5,68	2014-8-22 00:00:00
"F/TR/7378938"	"MaKo6250"	"EGE"	9,93	2013-2-3 00:00:00
"F/TR/44289357"	"IsMe19194"	"EGS"	2,21	2013-12-17 00:00:00
"F/TR/11373769"	"BoWa19512"	"EGS"	6,83	2013-10-21 00:00:00
"F/TR/8351207"	"DyGl15545"	"EGS"	10,79	2013-4-17 00:00:00
"F/TR/9688784"	"WrGr10946"	"K"	3,38	2013-4-20 00:00:00
"F/TR/28391634"	"KaRo10652"	"O"	5,87	2014-8-29 00:00:00
"F/TR/64835891"	"laSe14327"	"OO"	10,10	2014-1-3 00:00:00
"F/TR/30959411"	"RyPa13981"	"M"	8,16	2014-7-2 00:00:00
"F/TR/69135098"	"ZePe3625"	"M"	9,99	2013-5-19 00:00:00
"F/TR/20668083"	"KoRy2690"	"M"	10,22	2014-8-22 00:00:00
"F/TR/1067694"	"LePi10214"	"PE"	9,45	2014-6-17 00:00:00
"F/TR/11417911"	"MiWa2128"	"M"	10,35	2013-6-21 00:00:00
"F/TR/66602818"	"PrOs18407"	"O"	10,06	2013-9-21 00:00:00
"F/TR/30561197"	"DaNa14142"	"K"	4,45	2013-11-3 00:00:00
"F/TR/41353068"	"MiWa2128"	"EGS"	6,79	2014-4-10 00:00:00
"F/TR/78497525"	"WrPe4206"	"EG"	9,20	2013-3-29 00:00:00
"F/TR/58520526"	"BoMi10964"	"EG"	9,27	2013-4-23 00:00:00
"F/TR/14022831"	"Wazu5396"	"EG"	5,27	2013-6-21 00:00:00
"F/TR/99011330"	"WrRo7615"	"PE"	11,06	2013-2-7 00:00:00
"F/TR/81619664"	"ChLa17211"	"OO"	2,95	2014-6-7 00:00:00
"F/TR/9561720"	"ChGu10883"	"OO"	3,06	2014-3-11 00:00:00
"F/TR/36515074"	"BrBu16323"	"EGE"	10,85	2013-11-21 00:00:00
"F/TR/22521049"	"KaGr2247"	"EGS"	1,58	2014-4-8 00:00:00
"F/TR/12647428"	"GeBe16866"	"EGS"	9,18	2014-7-1 00:00:00
"F/TR/54504115"	"CiSi5366"	"EGS"	1,79	2013-10-28 00:00:00
"F/TR/20758316"	"NeBa12174"	"K"	4,47	2013-3-21 00:00:00
"F/TR/21746324"	"KlSo12862"	"O"	11,29	2014-2-13 00:00:00
"F/TR/4759483"	"FiHo8230"	"OO"	8,21	2014-6-4 00:00:00
"F/TR/41917551"	"RoSt13236"	"M"	1,94	2014-7-12 00:00:00
"F/TR/7870131"	"LePi1092"	"M"	7,44	2014-1-26 00:00:00
"F/TR/33015737"	"BoZi5669"	"M"	9,12	2014-5-4 00:00:00
"F/TR/25673453"	"JaFu13097"	"PE"	8,61	2013-2-26 00:00:00
"F/TR/24734784"	"DiRy10656"	"M"	2,42	2013-1-14 00:00:00
"F/TR/74417140"	"scNa16747"	"O"	8,02	2014-4-8 00:00:00
"F/TR/73868898"	"KeFr671"	"K"	11,82	2013-5-28 00:00:00
"F/TR/76310725"	"NaGo11221"	"EGS"	3,60	2013-2-22 00:00:00
"F/TR/51181192"	"AnKa11656"	"EG"	5,75	2013-11-4 00:00:00
"F/TR/78770437"	"SaWa14199"	"EG"	6,85	2013-8-5 00:00:00
"F/TR/51532950"	"KoNa7975"	"EG"	8,36	2013-1-8 00:00:00
"F/TR/6182159"	"FiDz6431"	"PE"	10,61	2013-8-5 00:00:00
"F/TR/39293315"	"NiLa765"	"OO"	11,11	2014-1-14 00:00:00
"F/TR/27240207"	"ToKr14419"	"OO"	5,35	2014-4-25 00:00:00
"F/TR/15851556"	"GrOs3132"	"EGE"	6,54	2013-10-23 00:00:00
"F/TR/93596896"	"KoFr11351"	"EGS"	4,16	2014-3-3 00:00:00
"F/TR/42784978"	"UrMa17316"	"EGS"	9,35	2014-7-3 00:00:00
"F/TR/65048021"	"SiHu11027"	"EGS"	5,44	2014-2-11 00:00:00
"F/TR/64323790"	"FrSl8000"	"K"	2,56	2014-4-19 00:00:00
"F/TR/70797195"	"InRa7635"	"O"	10,69	2014-8-5 00:00:00
"F/TR/49319681"	"LuPo6335"	"OO"	7,22	2013-2-7 00:00:00
"F/TR/94823181"	"MaPr6850"	"M"	4,19	2014-10-2 00:00:00
"F/TR/39827555"	"LuKo13726"	"M"	2,13	2013-3-6 00:00:00
"F/TR/13466604"	"GeDa15292"	"M"	11,78	2013-12-5 00:00:00
"F/TR/40072051"	"UrSz17783"	"PE"	7,16	2014-11-10 00:00:00
"F/TR/81057496"	"WiKu437"	"M"	4,50	2014-4-9 00:00:00
"F/TR/85794986"	"MaKa4236"	"O"	3,02	2013-4-22 00:00:00
"F/TR/26339974"	"ChGr2804"	"K"	11,44	2013-10-28 00:00:00
"F/TR/72312745"	"StSz11643"	"EG"	6,29	2014-11-1 00:00:00
"F/TR/7577618"	"IdSz14509"	"EG"	10,59	2014-9-4 00:00:00
"F/TR/29216793"	"WyCa15839"	"EG"	3,47	2014-8-26 00:00:00
"F/TR/99631976"	"KsDo15001"	"PE"	2,61	2014-9-8 00:00:00
"F/TR/81968663"	"GaBu921"	"OO"	8,12	2014-3-23 00:00:00
"F/TR/94339489"	"WlKn19880"	"OO"	9,79	2013-3-3 00:00:00
"F/TR/20060595"	"Hosc18393"	"EGS"	4,74	2013-2-2 00:00:00
"F/TR/97722542"	"AlAs10937"	"EGS"	1,55	2013-7-14 00:00:00
"F/TR/80273302"	"SaFr1539"	"K"	5,50	2013-12-13 00:00:00
"F/TR/82936890"	"Wela19619"	"O"	1,32	2013-1-31 00:00:00
"F/TR/34451550"	"MaDi12388"	"OO"	9,21	2014-3-14 00:00:00
"F/TR/39147306"	"PaMa12201"	"M"	8,36	2014-4-16 00:00:00
"F/TR/39752870"	"TeLo2254"	"M"	7,89	2014-3-4 00:00:00
"F/TR/67683095"	"JoDr1522"	"PE"	10,90	2014-4-28 00:00:00
"F/TR/70238970"	"BrBu16323"	"M"	3,81	2013-10-8 00:00:00
"F/TR/52103211"	"AdSk4813"	"O"	1,85	2014-6-6 00:00:00
"F/TR/62551969"	"HeTu13124"	"K"	10,68	2014-1-1 00:00:00
"F/TR/61222187"	"SuSe996"	"EGS"	6,27	2013-2-28 00:00:00
"F/TR/35109211"	"SuWa19189"	"EG"	4,75	2014-8-27 00:00:00
"F/TR/11326935"	"BeSz10000"	"EG"	4,11	2013-4-25 00:00:00
"F/TR/78723669"	"TyPi15539"	"PE"	11,92	2014-1-23 00:00:00
"F/TR/37285891"	"TeBl11852"	"OO"	10,68	2014-1-23 00:00:00
"F/TR/72418690"	"MiGr19603"	"OO"	11,14	2014-9-8 00:00:00
"F/TR/97261332"	"PaSo17256"	"EGE"	1,27	2014-7-8 00:00:00
"F/TR/18957504"	"PrMi12356"	"EGS"	6,41	2013-8-30 00:00:00
"F/TR/89053445"	"JaKi478"	"EGS"	1,26	2013-2-24 00:00:00
"F/TR/90786090"	"AbMo14159"	"EGS"	7,64	2013-12-1 00:00:00
"F/TR/24094778"	"WiGa17237"	"K"	4,84	2013-4-19 00:00:00
"F/TR/52440965"	"LiKr13039"	"O"	11,40	2013-12-28 00:00:00
"F/TR/28168058"	"Grsw10896"	"OO"	11,73	2014-1-14 00:00:00
"F/TR/81666452"	"SeNe8837"	"M"	2,31	2013-10-3 00:00:00
"F/TR/1116778"	"BoMa7148"	"M"	8,37	2013-4-28 00:00:00
"F/TR/24915009"	"zySz3896"	"PE"	5,28	2014-5-1 00:00:00
"F/TR/25506185"	"ElMu2958"	"M"	3,53	2014-8-18 00:00:00
"F/TR/70299566"	"BrZa10822"	"O"	9,94	2014-11-2 00:00:00
"F/TR/39394537"	"AbEl4405"	"K"	11,64	2014-8-10 00:00:00
"F/TR/18197382"	"KoFi1031"	"EGS"	10,67	2014-9-13 00:00:00
"F/TR/472795"	"MaPi11278"	"EG"	2,12	2013-7-30 00:00:00
"F/TR/85492288"	"PrKa5944"	"EG"	10,56	2013-1-10 00:00:00
"F/TR/45299886"	"ToNa3671"	"EG"	3,50	2014-7-6 00:00:00
"F/TR/16715447"	"FlGa13756"	"PE"	5,70	2013-3-26 00:00:00
"F/TR/57724786"	"ZbDo19848"	"OO"	7,01	2013-11-2 00:00:00
"F/TR/48783728"	"SuWa19189"	"OO"	8,26	2013-5-27 00:00:00
"F/TR/24467115"	"SeKo7581"	"EGE"	9,70	2013-4-14 00:00:00
"F/TR/9902372"	"EdCh18697"	"EGS"	1,05	2013-3-25 00:00:00
"F/TR/52473792"	"Grsw10896"	"EGS"	9,98	2013-4-17 00:00:00
"F/TR/94519760"	"WaKo7660"	"EGS"	10,11	2014-8-20 00:00:00
"F/TR/58974622"	"WsRu15369"	"K"	2,62	2014-4-5 00:00:00
"F/TR/6744582"	"BePa8958"	"OO"	10,44	2013-9-15 00:00:00
"F/TR/22575206"	"IfSz17624"	"M"	11,29	2013-3-31 00:00:00
"F/TR/57711856"	"PlPa7059"	"M"	8,52	2013-3-7 00:00:00
"F/TR/92096036"	"MaCu1119"	"M"	1,81	2014-7-23 00:00:00
"F/TR/60837680"	"AmSc18676"	"PE"	9,90	2013-7-7 00:00:00
"F/TR/64849575"	"DoAr19493"	"M"	4,38	2014-3-13 00:00:00
"F/TR/93631416"	"HeBa7571"	"O"	1,72	2013-11-9 00:00:00
"F/TR/3274380"	"JuSa9335"	"K"	6,09	2013-2-15 00:00:00
"F/TR/49255298"	"BePr1323"	"EGS"	7,03	2014-2-7 00:00:00
"F/TR/30149907"	"StKl6198"	"EG"	10,83	2014-7-13 00:00:00
"F/TR/10374851"	"MaOs1226"	"EG"	3,20	2014-4-14 00:00:00
"F/TR/17059886"	"DaWe1653"	"EG"	10,67	2014-10-28 00:00:00
"F/TR/72572792"	"GeKa11184"	"PE"	2,25	2014-9-28 00:00:00
"F/TR/19026394"	"AlBe17122"	"OO"	2,68	2013-12-15 00:00:00
"F/TR/56922760"	"MaSc7882"	"OO"	4,12	2014-2-23 00:00:00
"F/TR/39776729"	"InCz7184"	"EGE"	10,40	2014-11-14 00:00:00
"F/TR/79308621"	"LiMo3068"	"EGS"	10,32	2013-10-10 00:00:00
"F/TR/74433767"	"BoZa8838"	"EGS"	3,32	2014-7-12 00:00:00
"F/TR/99817492"	"KoSt7910"	"EGS"	1,23	2014-1-9 00:00:00
"F/TR/74314132"	"RaDe342"	"K"	6,67	2014-3-17 00:00:00
"F/TR/42783535"	"ArMr10482"	"O"	7,18	2013-4-8 00:00:00
